============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  C(45 MeV) ==> Dead space( 150. mm) =======================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  117  6 .4358339E+08   1506000E+03  .8986E+06  .1028E+07   .9999893  .0031024  .0034271
T  118  6 .4353204E+08   1506000E+03  .6104E+06  .2677E+06   .9999996  .0008107  .0002808
T  119  6 .4352923E+08   1506000E+03  .1031E+06 -.1078E+07   .9999985  .0011231 -.0013334
T  120  6 .4349609E+08   1506000E+03  .4048E+06 -.1045E+06   .9999994  .0011166  .0001687
T  121  6 .4350305E+08   1506000E+03  .1219E+07 -.3151E+06   .9999989  .0013884 -.0005450
T  122  6 .4346272E+08   1506000E+03 -.1115E+07 -.1148E+06   .9999993 -.0011436  .0000433
T  123  6 .4353573E+08   1506000E+03  .1173E+07  .5472E+06   .9999988  .0012534  .0008790
T  124  6 .4350472E+08   1506000E+03  .1113E+07 -.9681E+06   .9999999  .0000627 -.0002844
T  125  6 .4353220E+08   1506000E+03  .9090E+06  .7722E+06   .9999995  .0005828  .0007687
T  126  6 .4349978E+08   1506000E+03  .4902E+06 -.6599E+07   .9998975  .0014128 -.0142459
T  127  6 .4351915E+08   1506000E+03 -.3996E+06 -.1342E+07   .9999972 -.0022108 -.0008507
T  128  6 .4353311E+08   1506000E+03  .1527E+07  .1041E+06   .9999987  .0016128 -.0000359
T  129  6 .4354149E+08   1506000E+03  .2332E+07 -.1054E+07   .9999950  .0023579 -.0020928
T  130  6 .4351994E+08   1506000E+03  .3362E+06 -.1605E+06   .9999995  .0006107 -.0007761
T  131  6 .4355579E+08   1506000E+03  .1415E+07 -.9079E+05   .9999968  .0024068 -.0007152
T  132  6 .4347307E+08   1506000E+03  .7367E+06  .7648E+06   .9999996  .0008835  .0002054
T  133  6 .4357701E+08   1506000E+03  .8484E+05  .1869E+07   .9999950  .0009686  .0030263
T  134  6 .4359371E+08   1506000E+03  .1228E+07 -.1222E+07   .9999970  .0019215 -.0015423
T  135  6 .4352001E+08   1506000E+03 -.2520E+06 -.2830E+06   .9999993  .0002002  .0011937
T  136  6 .4356015E+08   1506000E+03 -.2600E+06  .4291E+06   .9999997 -.0000101  .0007908
T  137  6 .4355483E+08   1506000E+03 -.3665E+07  .4631E+07   .9999851 -.0033903  .0042841
T  138  6 .4361553E+08   1506000E+03  .1142E+07 -.8065E+06   .9999991  .0010730 -.0008383
T  139  6 .4349499E+08   1506000E+03  .6578E+06  .1440E+07   .9999982  .0009454  .0016253
T  140  6 .4354171E+08   1506000E+03 -.3443E+06 -.2781E+06   .9999994 -.0009693  .0004037
T  141  6 .4356536E+08   1506000E+03  .4217E+06 -.2541E+07   .9999959  .0005030 -.0028296
T  142  6 .4351385E+08   1506000E+03 -.7292E+06 -.1262E+07   .9999997 -.0003625 -.0006991
T  143  6 .4348065E+08   1506000E+03 -.9432E+06  .2763E+06   .9999995 -.0010207  .0000606
T  144  6 .4359981E+08   1506000E+03 -.4516E+05  .3860E+06   .9999998 -.0003837  .0005187
T  145  6 .4349464E+08   1506000E+03  .1444E+06  .8480E+06   .9999996 -.0004668  .0007903
T  146  6 .4354485E+08   1506000E+03  .5777E+06 -.6492E+06   .9999989  .0006955 -.0013163
T  147  6 .4349293E+08   1506000E+03  .3457E+07 -.3207E+07   .9999942  .0029924 -.0016532
T  148  6 .4349816E+08   1506000E+03  .1176E+07 -.1269E+07   .9999973  .0017457 -.0015309
T  149  6 .4346276E+08   1506000E+03  .8328E+06 -.1208E+07   .9999993  .0007148 -.0009480
T  150  6 .4348045E+08   1506000E+03  .1068E+07  .2350E+06   .9999979  .0013487  .0015735
T  151  6 .4352280E+08   1506000E+03  .3092E+06  .1732E+07   .9999985 -.0001016  .0017245
T  152  6 .4355682E+08   1506000E+03  .8462E+06 -.1232E+07   .9999999  .0002446 -.0004019
T  153  6 .4352459E+08   1506000E+03  .2629E+06 -.1178E+07   .9999973  .0002148 -.0023065
T  154  6 .4355960E+08   1506000E+03  .2150E+07 -.3135E+06   .9999967  .0025344 -.0003904
T  155  6 .4353615E+08   1506000E+03 -.2842E+06  .2461E+05   .9999999  .0002829  .0000616
T  156  6 .4350217E+08   1506000E+03 -.3350E+06 -.6316E+05   .9999999 -.0000066 -.0001278
T  157  6 .4352506E+08   1506000E+03  .5381E+06  .6010E+06   .9999982  .0017126  .0008311
T  158  6 .4354010E+08   1506000E+03  .4388E+06  .1605E+07   .9999991  .0007071  .0011187
T  159  6 .4361141E+08   1506000E+03 -.6216E+06  .8419E+06   .9999995  .0001383  .0009798
