============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  C(45 MeV) ==> Dead space+Tr. ROW 0+Tr.( 190. mm) =========
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T   73  6 .4315916E+08   1906000E+03 -.5312E+05  .2849E+07   .9999975 -.0006265  .0021629
T   74  6 .4311326E+08   1906000E+03 -.3334E+07  .1400E+06   .9999842 -.0055032  .0011759
T   75  6 .4314739E+08   1906000E+03  .2036E+06  .6343E+06   .9999930  .0025993  .0027086
T   76  6 .4312924E+08   1906000E+03 -.8523E+06 -.5326E+07   .9999964 -.0000282 -.0026832
T   77  6 .4306433E+08   1906000E+03  .6788E+06  .6877E+05   .9999992  .0010866 -.0007075
T   78  6 .4318176E+08   1906000E+03  .1266E+06 -.1198E+07   .9999993  .0003851 -.0011397
T   79  6 .4312172E+08   1906000E+03  .5877E+06  .3254E+06   .9999995  .0004964  .0008091
T   80  6 .4315154E+08   1906000E+03  .3817E+07  .1419E+07   .9999884  .0047830  .0006357
T   81  6 .4309651E+08   1906000E+03  .1831E+07  .3395E+07   .9999978  .0005655  .0019954
T   82  6 .4314244E+08   1906000E+03 -.1034E+07 -.1658E+06   .9999972 -.0017233 -.0016211
T   83  6 .4311706E+08   1906000E+03  .3397E+07  .1451E+06   .9999968  .0024669 -.0004899
T   84  6 .4315608E+08   1906000E+03 -.1081E+07 -.1705E+07   .9999991 -.0008723 -.0010230
T   85  6 .4313666E+08   1906000E+03  .1004E+07 -.2739E+07   .9999969  .0014416 -.0020318
T   86  6 .4315521E+08   1906000E+03 -.7778E+06  .7400E+06   .9999998  .0000275  .0006975
T   87  6 .4315979E+08   1906000E+03 -.5297E+07  .3352E+07   .9999935 -.0027273  .0023724
T   88  6 .4314330E+08   1906000E+03  .8800E+06  .1401E+07   .9999985  .0005662  .0016560
T   89  6 .4310479E+08   1906000E+03 -.4556E+06  .4958E+06   .9999988 -.0007182  .0013840
T   90  6 .4306995E+08   1906000E+03  .1615E+07 -.1310E+06   .9999982  .0010562 -.0016024
T   91  6 .4310756E+08   1906000E+03 -.5942E+06 -.2596E+04   .9999992 -.0012359 -.0002889
T   92  6 .4316633E+08   1906000E+03  .1859E+07 -.2848E+07   .9999976  .0006397 -.0021186
