============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  O(64 MeV) ==> Dead space( 310. mm) =======================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T    1  8 .5910930E+08   3106000E+03  .4546E+06  .3045E+07   .9999983  .0013852  .0011835
T    2  8 .5911649E+08   3106000E+03 -.7041E+06 -.6349E+05   .9999999 -.0000837  .0003595
T    3  8 .5931636E+08   3106000E+03 -.7732E+06  .5826E+07   .9999954 -.0004449  .0029866
T    4  8 .5927638E+08   3106000E+03 -.4448E+07 -.1895E+07   .9999953 -.0029341 -.0008759
T    5  8 .5913196E+08   3106000E+03 -.3993E+05  .3100E+07   .9999993  .0007514  .0009489
T    6  8 .5921103E+08   3106000E+03 -.2872E+07  .4302E+06   .9999987  .0000831  .0016254
T    7  8 .5918258E+08   3106000E+03  .3390E+07 -.7716E+07   .9999456  .0038103 -.0097069
T    8  8 .5904422E+08   3106000E+03  .1746E+07  .3621E+07   .9999973  .0021122  .0009949
T    9  8 .5920104E+08   3106000E+03  .4703E+07  .1886E+07   .9999949  .0031706  .0003174
T   10  8 .5927715E+08   3106000E+03  .4531E+06 -.8643E+06   .9999998 -.0005137 -.0002858
T   11  8 .5920470E+08   3106000E+03  .1130E+07 -.1780E+06   .9999990  .0013896  .0001076
T   12  8 .5931070E+08   3106000E+03 -.1149E+07 -.3163E+07   .9999990 -.0000203 -.0014072
T   13  8 .5927276E+08   3106000E+03  .2645E+07  .1012E+08   .9999868  .0019427  .0047534
T   14  8 .5916935E+08   3106000E+03 -.7543E+07  .1962E+06   .9999978 -.0018779 -.0009727
T   15  8 .5920289E+08   3106000E+03  .2432E+07 -.3461E+07   .9999972  .0018819 -.0014172
T   16  8 .5924367E+08   3106000E+03 -.9644E+07  .5109E+07   .9999799 -.0045754  .0043890
T   17  8 .5906124E+08   3106000E+03 -.1344E+07 -.3948E+07   .9999968 -.0004875 -.0024735
T   18  8 .5916635E+08   3106000E+03  .4526E+06 -.5402E+07   .9999978 -.0001871 -.0021010
T   19  8 .5923394E+08   3106000E+03  .5275E+07 -.9314E+06   .9999975  .0019997 -.0009939
T   20  8 .5927625E+08   3106000E+03  .6107E+07  .2859E+07   .9999950  .0029952  .0010215
T   21  8 .5926328E+08   3106000E+03 -.4169E+06  .4247E+07   .9999964  .0009935  .0024725
T   22  8 .5913723E+08   3106000E+03 -.2399E+07  .5564E+06   .9999995 -.0008722  .0004607
T   23  8 .5915332E+08   3106000E+03 -.9402E+06  .2600E+07   .9999986  .0001632  .0016903
T   24  8 .5916591E+08   3106000E+03  .7120E+06  .5475E+07   .9999973  .0013144  .0019264
T   25  8 .5926398E+08   3106000E+03  .1412E+07 -.3417E+06   .9999998  .0002872  .0005019
T   26  8 .5914327E+08   3106000E+03 -.3003E+07 -.1149E+08   .9999896 -.0001336 -.0045556
T   27  8 .5910414E+08   3106000E+03 -.5198E+07 -.1620E+07   .9999967 -.0025529 -.0003218
T   28  8 .5902046E+08   3106000E+03  .2104E+07 -.3355E+07   .9999999 -.0001905  .0000667
T   29  8 .5915912E+08   3106000E+03 -.3706E+07  .4759E+06   .9999999 -.0003631  .0000876
T   30  8 .5915937E+08   3106000E+03  .1919E+07  .5301E+07   .9999935  .0014430  .0033170
T   31  8 .5912872E+08   3106000E+03 -.4179E+07  .3895E+07   .9999985 -.0013686  .0010775
T   32  8 .5914712E+08   3106000E+03  .2292E+06 -.3287E+07   .9999990 -.0000296 -.0013819
T   33  8 .5923922E+08   3106000E+03  .5075E+06 -.6006E+06   .9999998  .0006608 -.0000635
T   34  8 .5909380E+08   3106000E+03 -.3076E+07 -.8473E+06   .9999998 -.0006864 -.0000397
T   35  8 .5915517E+08   3106000E+03  .1255E+07  .6725E+07   .9999894 -.0000802  .0046047
T   36  8 .5916840E+08   3106000E+03  .5241E+07 -.5704E+07   .9999896  .0022462 -.0039756
T   37  8 .5926626E+08   3106000E+03  .9551E+06 -.4717E+07   .9999986 -.0000247 -.0016563
T   38  8 .5919861E+08   3106000E+03 -.1066E+07  .3870E+06   .9999999 -.0001935  .0001955
T   39  8 .5908133E+08   3106000E+03  .9584E+06  .3022E+07   .9999985  .0010654  .0013996
T   40  8 .5919534E+08   3106000E+03  .1527E+07 -.3108E+07   .9999980 -.0004394 -.0019271
T   41  8 .5904494E+08   3106000E+03 -.4791E+07 -.2082E+07   .9999988 -.0008572 -.0012988
T   42  8 .5929677E+08   3106000E+03 -.8215E+06 -.1070E+06   .9999975 -.0017693  .0013964
T   43  8 .5925860E+08   3106000E+03  .3079E+07 -.1233E+07   .9999977  .0013536 -.0016645
T   44  8 .5923176E+08   3106000E+03 -.1710E+08 -.3062E+08   .9999091 -.0068355 -.0116201
