************ Run 298_4He - pearson coefficient ***********
Evt. 150   P.coefficient (R): 0.960264
Evt. 158   P.coefficient (R): 0.983399
Evt. 183   P.coefficient (R): 0.988699
Evt. 241   P.coefficient (R): 0.983933
Evt. 262   P.coefficient (R): 0.989726
Evt. 265   P.coefficient (R): 0.986
Evt. 288   P.coefficient (R): 0.980386
Evt. 296   P.coefficient (R): 0.988273
Evt. 319   P.coefficient (R): 0.698066
Evt. 370   P.coefficient (R): 0.973588
Evt. 407   P.coefficient (R): 0.394169
Evt. 417   P.coefficient (R): 0.98024
Evt. 428   P.coefficient (R): 0.990249
Evt. 430   P.coefficient (R): 0.968222
Evt. 565   P.coefficient (R): 0.989994
Evt. 587   P.coefficient (R): 0.987651
Evt. 615   P.coefficient (R): 0.988725
Evt. 647   P.coefficient (R): 0.980724
Evt. 648   P.coefficient (R): 0.986469
Evt. 654   P.coefficient (R): 0.920399
Evt. 676   P.coefficient (R): 0.984037
Evt. 685   P.coefficient (R): 0.989332
Evt. 710   P.coefficient (R): 0.989757
Evt. 713   P.coefficient (R): 0.989393
Evt. 784   P.coefficient (R): 0.984173
Evt. 881   P.coefficient (R): 0.175116
Evt. 973   P.coefficient (R): 0.988904
Evt. 983   P.coefficient (R): 0.960824
Evt. 1034   P.coefficient (R): 0.984863
Evt. 1053   P.coefficient (R): -0.685194
Evt. 1054   P.coefficient (R): 0.988798
Evt. 1080   P.coefficient (R): -0.0217983
Evt. 1087   P.coefficient (R): 0.976708
Evt. 1094   P.coefficient (R): 0.970759
Evt. 1168   P.coefficient (R): -0.436164
Evt. 1181   P.coefficient (R): 0.979114
Evt. 1208   P.coefficient (R): 0.971627
Evt. 1238   P.coefficient (R): 0.984368
Evt. 1242   P.coefficient (R): 0.980748
Evt. 1250   P.coefficient (R): 0.985399
Evt. 1270   P.coefficient (R): 0.989979
Evt. 1272   P.coefficient (R): 0.937472
Evt. 1310   P.coefficient (R): 0.975344
Evt. 1356   P.coefficient (R): 0.982217
Evt. 1393   P.coefficient (R): 0.987205
Evt. 1394   P.coefficient (R): 0.961705
Evt. 1395   P.coefficient (R): 0.98973
Evt. 1410   P.coefficient (R): 0.987778
Evt. 1439   P.coefficient (R): 0.985372
Evt. 1462   P.coefficient (R): -0.517721
Evt. 1468   P.coefficient (R): 0.755261
Evt. 1473   P.coefficient (R): 0.989599
Evt. 1490   P.coefficient (R): 0.976886
Evt. 1492   P.coefficient (R): 0.984822
Evt. 1596   P.coefficient (R): 0.958389
Evt. 1676   P.coefficient (R): 0.985676
Evt. 1689   P.coefficient (R): 0.962699
Evt. 1707   P.coefficient (R): 0.956572
Evt. 1718   P.coefficient (R): 0.983552
Evt. 1802   P.coefficient (R): 0.987738
Evt. 1813   P.coefficient (R): 0.969168
Evt. 1815   P.coefficient (R): 0.984083
Evt. 1826   P.coefficient (R): 0.972827
Evt. 1834   P.coefficient (R): 0.951054
Evt. 1840   P.coefficient (R): 0.95953
Evt. 1886   P.coefficient (R): 0.990224
Evt. 1900   P.coefficient (R): 0.987239
Evt. 1917   P.coefficient (R): 0.984829
Evt. 1953   P.coefficient (R): 0.972949
Evt. 1966   P.coefficient (R): 0.791832
Evt. 1993   P.coefficient (R): 0.940188
Evt. 2000   P.coefficient (R): 0.987372
Evt. 2011   P.coefficient (R): 0.984121
Evt. 2013   P.coefficient (R): 0.975729
Evt. 2022   P.coefficient (R): 0.988468
Evt. 2066   P.coefficient (R): 0.976963
Evt. 2102   P.coefficient (R): 0.987869
Evt. 2194   P.coefficient (R): 0.984012
Evt. 2196   P.coefficient (R): 0.951838
Evt. 2247   P.coefficient (R): 0.991533
Evt. 2266   P.coefficient (R): 0.987764
Evt. 2363   P.coefficient (R): 0.990374
Evt. 2376   P.coefficient (R): 0.985864
Evt. 2464   P.coefficient (R): 0.983455
Evt. 2512   P.coefficient (R): 0.989848
Evt. 2527   P.coefficient (R): 0.989009
Evt. 2536   P.coefficient (R): 0.989467
Evt. 2542   P.coefficient (R): 0.988158
Evt. 2545   P.coefficient (R): 0.986094
Evt. 2570   P.coefficient (R): 0.987967
Evt. 2652   P.coefficient (R): 0.908475
Evt. 2668   P.coefficient (R): -0.178835
Evt. 2692   P.coefficient (R): 0.985982
Evt. 2703   P.coefficient (R): 0.985178
Evt. 2713   P.coefficient (R): 0.959817
Evt. 2772   P.coefficient (R): -0.622896
Evt. 2828   P.coefficient (R): 0.97883
Evt. 2850   P.coefficient (R): 0.913261
Evt. 2879   P.coefficient (R): 0.987277
Evt. 2907   P.coefficient (R): 0.986569
Evt. 2923   P.coefficient (R): 0.984711
Evt. 3039   P.coefficient (R): 0.987039
Evt. 3064   P.coefficient (R): 0.983534
Evt. 3126   P.coefficient (R): 0.37703
Evt. 3210   P.coefficient (R): 0.971803
Evt. 3271   P.coefficient (R): -0.252967
Evt. 3272   P.coefficient (R): 0.990215
Evt. 3418   P.coefficient (R): 0.988469
Evt. 3462   P.coefficient (R): 0.97292
Evt. 3508   P.coefficient (R): 0.988913
Evt. 3539   P.coefficient (R): 0.986856
Evt. 3558   P.coefficient (R): 0.989895
Evt. 3600   P.coefficient (R): 0.960288
Evt. 3621   P.coefficient (R): 0.984166
Evt. 3629   P.coefficient (R): 0.989451
Evt. 3687   P.coefficient (R): 0.988972
Evt. 3688   P.coefficient (R): 0.958837
Evt. 3786   P.coefficient (R): 0.980168
Evt. 3788   P.coefficient (R): 0.987115
Evt. 3806   P.coefficient (R): 0.983352
Evt. 3842   P.coefficient (R): 0.985011
Evt. 3871   P.coefficient (R): 0.916896
Evt. 3881   P.coefficient (R): 0.989841
Evt. 3963   P.coefficient (R): 0.98116
Evt. 3977   P.coefficient (R): 0.984199
Evt. 4017   P.coefficient (R): 0.98849
