============================== SRIM-2013.00 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= Li(24 MeV) ==> Au absorber+Ni4Si3 windo( 185. mm) =========
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T    1  3 ,2281109E+08   1856018E+03 -,1131E+08 -,1141E+07   ,9999844 -,0055133  ,0009498
T    2  3 ,2285561E+08   1856018E+03 -,7104E+07 -,1301E+08   ,9999715 -,0041339 -,0063223
T    3  3 ,2284628E+08   1856018E+03  ,5268E+07  ,2338E+08   ,9999190  ,0027655  ,0124243
T    4  3 ,2285970E+08   1856018E+03  ,2109E+08  ,5244E+07   ,9999425  ,0105210  ,0020585
T    5  3 ,2290530E+08   1856018E+03  ,7604E+06  ,9857E+07   ,9999853 -,0002200  ,0054163
T    6  3 ,2289899E+08   1856018E+03  ,1749E+08  ,4658E+08   ,9996582  ,0099497  ,0241782
T    7  3 ,2283866E+08   1856018E+03 -,1129E+08  ,1372E+08   ,9999546 -,0058538  ,0075218
T    8  3 ,2285273E+08   1856018E+03  ,9600E+07 -,6909E+06   ,9999836  ,0057340 -,0000786
T    9  3 ,2282319E+08   1856018E+03  ,2780E+07  ,2877E+08   ,9998796  ,0005973  ,0155059
T   10  3 ,2291875E+08   1856018E+03 -,1307E+08 -,2338E+08   ,9998957 -,0082043 -,0118832
T   11  3 ,2291575E+08   1856018E+03  ,5613E+08  ,2914E+08   ,9994231  ,0298064  ,0162783
T   12  3 ,2287063E+08   1856018E+03  ,1642E+08 -,3551E+07   ,9999506  ,0098410 -,0013916
T   13  3 ,2288819E+08   1856018E+03 -,7692E+07 -,1570E+08   ,9999631 -,0035927 -,0078046
T   14  3 ,2291559E+08   1856018E+03 -,2600E+07  ,6788E+07   ,9999913 -,0018580  ,0037240
T   15  3 ,2289279E+08   1856018E+03  ,7292E+07  ,1735E+08   ,9999611  ,0037209  ,0079938
T   16  3 ,2286019E+08   1856018E+03 -,3769E+08  ,3184E+07   ,9997858 -,0206913  ,0005101
T   17  3 ,2287881E+08   1856018E+03  ,3161E+07  ,1815E+08   ,9999443  ,0014894  ,0104520
T   18  3 ,2289704E+08   1856018E+03 -,1452E+08  ,9582E+07   ,9999582 -,0079549  ,0045110
T   19  3 ,2287525E+08   1856018E+03  ,1471E+08 -,1506E+07   ,9999717  ,0075141 -,0004552
T   20  3 ,2287149E+08   1856018E+03  ,5257E+07 -,5476E+07   ,9999926  ,0019471 -,0033071
T   21  3 ,2285633E+08   1856018E+03  ,2555E+07 -,7912E+07   ,9999901  ,0013877 -,0042180
T   22  3 ,2281678E+08   1856018E+03 -,4307E+07  ,1732E+07   ,9999979 -,0016594  ,0012157
T   23  3 ,2282389E+08   1856018E+03 -,2543E+08  ,1071E+08   ,9998862 -,0132745  ,0071732
T   24  3 ,2285615E+08   1856018E+03 -,4782E+07  ,6762E+07   ,9999879 -,0021554  ,0044264
T   25  3 ,2293575E+08   1856018E+03 -,9167E+07 -,2502E+08   ,9998918 -,0046846 -,0139423
T   26  3 ,2285905E+08   1856018E+03  ,7323E+07 -,1188E+07   ,9999918  ,0036422 -,0017666
T   27  3 ,2284502E+08   1856018E+03  ,5397E+06  ,1387E+08   ,9999705 -,0011516  ,0075973
T   28  3 ,2281334E+08   1856018E+03 -,3871E+07  ,1875E+08   ,9999426 -,0007340  ,0106924
T   29  3 ,2290370E+08   1856018E+03 -,4150E+08 -,1169E+08   ,9996840 -,0244581 -,0058105
T   30  3 ,2286210E+08   1856018E+03  ,1114E+06 -,4923E+07   ,9999966  ,0009295 -,0024179
T   31  3 ,2284750E+08   1856018E+03  ,1098E+08 -,1384E+08   ,9999539  ,0071119 -,0064575
T   32  3 ,2285898E+08   1856018E+03  ,1638E+08 -,1186E+08   ,9999430  ,0083883 -,0066057
T   33  3 ,2290598E+08   1856018E+03  ,3143E+07  ,2092E+08   ,9999357 -,0000084  ,0113391
T   34  3 ,2282214E+08   1856018E+03 -,4166E+08  ,4497E+08   ,9994578 -,0225039  ,0240353
T   35  3 ,2288872E+08   1856018E+03 -,2196E+08 -,1136E+07   ,9999290 -,0118412 -,0013125
T   36  3 ,2288114E+08   1856018E+03  ,3522E+06  ,1411E+08   ,9999473  ,0000783  ,0102657
T   37  3 ,2288715E+08   1856018E+03 -,4916E+04  ,2002E+08   ,9999408 -,0002676  ,0108822
T   38  3 ,2290882E+08   1856018E+03  ,8693E+07  ,1619E+08   ,9999452  ,0056203  ,0088295
T   39  3 ,2284898E+08   1856018E+03 -,2919E+07 -,1651E+08   ,9999590 -,0022023 -,0087804
T   40  3 ,2285624E+08   1856018E+03 -,1754E+08 -,1187E+08   ,9999302 -,0097420 -,0066849
T   41  3 ,2281691E+08   1856018E+03 -,2042E+08 -,1745E+08   ,9998935 -,0115678 -,0088934
T   42  3 ,2288458E+08   1856018E+03 -,1657E+08 -,1365E+08   ,9999214 -,0093553 -,0083474
T   43  3 ,2286160E+08   1856018E+03 -,1527E+06  ,7810E+07   ,9999877 -,0007850  ,0049056
T   44  3 ,2280717E+08   1856018E+03 -,1685E+08  ,8972E+06   ,9999481 -,0101861  ,0002434
T   45  3 ,2288972E+08   1856018E+03  ,1930E+08  ,1280E+07   ,9999480  ,0101819  ,0005120
T   46  3 ,2289591E+08   1856018E+03 -,1817E+07 -,1197E+08   ,9999776 -,0003742 -,0066868
T   47  3 ,2287690E+08   1856018E+03  ,8584E+07 -,4410E+07   ,9999864  ,0044104 -,0027922
T   48  3 ,2282200E+08   1856018E+03 -,1481E+08 -,2482E+08   ,9998852 -,0076397 -,0130887
T   49  3 ,2293358E+08   1856018E+03 -,5009E+07 -,2290E+08   ,9999243 -,0026492 -,0120121
T   50  3 ,2288575E+08   1856018E+03 -,2024E+08 -,6056E+06   ,9999444 -,0104427 -,0014366
