============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  C(45 MeV) ==> Au absorber+Ni4Si3 windo( 305. mm) =========
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  205  6 .4092142E+08   3056018E+03  .1354E+07  .1303E+08   .9999903  .0015356  .0041298
T  206  6 .4107022E+08   3056018E+03  .4077E+07  .3603E+07   .9999904  .0043085  .0007795
T  207  6 .4095877E+08   3056018E+03  .1646E+07  .2774E+07   .9999913 -.0016197 -.0038554
T  208  6 .4093223E+08   3056018E+03 -.4377E+06 -.2155E+07   .9999970 -.0017150 -.0017478
T  209  6 .4087356E+08   3056018E+03  .1828E+07  .2538E+07   .9999924  .0038672 -.0005142
T  210  6 .4094323E+08   3056018E+03  .2010E+07 -.9540E+05   .9999999  .0000119  .0001538
T  211  6 .4099880E+08   3056018E+03 -.5685E+07 -.3390E+07   .9999963 -.0021276 -.0016804
T  212  6 .4088564E+08   3056018E+03 -.8740E+07 -.1054E+08   .9999830 -.0037638 -.0044632
T  213  6 .4095915E+08   3056018E+03  .4552E+07  .9027E+07   .9999899  .0005506  .0044494
T  214  6 .4089664E+08   3056018E+03 -.1071E+08  .3097E+06   .9999856 -.0053417 -.0005943
T  215  6 .4089176E+08   3056018E+03  .5575E+07  .1647E+08   .9999679  .0010436  .0079491
T  216  6 .4096542E+08   3056018E+03 -.5792E+07  .1379E+06   .9999902 -.0043970 -.0004652
T  217  6 .4096661E+08   3056018E+03  .1170E+08  .3264E+06   .9999946  .0031869 -.0007964
T  218  6 .4082635E+08   3056018E+03 -.7630E+07  .6884E+07   .9999896 -.0038067  .0025241
T  219  6 .4090489E+08   3056018E+03  .4221E+07 -.4337E+06   .9999964  .0023548 -.0013140
T  220  6 .4090171E+08   3056018E+03  .6136E+07 -.2366E+07   .9999900  .0036803 -.0025597
T  221  6 .4087643E+08   3056018E+03 -.4596E+07 -.1160E+07   .9999896 -.0043652 -.0013519
T  222  6 .4103872E+08   3056018E+03  .1942E+07 -.3797E+07   .9999986  .0012938 -.0010251
T  223  6 .4097121E+08   3056018E+03  .5853E+07 -.2697E+07   .9999991  .0011736  .0006984
T  224  6 .4093267E+08   3056018E+03  .9676E+07 -.3108E+06   .9999960  .0028403 -.0000308
T  225  6 .4110488E+08   3056018E+03 -.2488E+07  .2488E+08   .9999677 -.0005898  .0080189
T  226  6 .4089125E+08   3056018E+03 -.7221E+06 -.2811E+07   .9999968 -.0020448 -.0014837
T  227  6 .4100847E+08   3056018E+03  .8397E+07 -.8321E+07   .9999602  .0054086 -.0071001
T  228  6 .4093230E+08   3056018E+03  .6811E+07 -.2325E+07   .9999991  .0011844 -.0005468
T  229  6 .4086329E+08   3056018E+03 -.4793E+07  .1216E+07   .9999952 -.0023956  .0019789
T  230  6 .4094581E+08   3056018E+03  .9051E+07 -.8310E+07   .9999875  .0040439 -.0029470
T  231  6 .4078190E+08   3056018E+03 -.1165E+08  .6612E+07   .9999784 -.0049216  .0043561
T  232  6 .4107906E+08   3056018E+03 -.6687E+07 -.1660E+08   .9999881 -.0009977 -.0047667
T  233  6 .4100862E+08   3056018E+03  .1184E+08  .2328E+07   .9999948  .0031514  .0007526
T  234  6 .4097396E+08   3056018E+03  .2435E+08  .1623E+06   .9999421  .0089340  .0060017
T  235  6 .4094595E+08   3056018E+03  .1560E+08  .1021E+08   .9999787  .0057294  .0031109
T  236  6 .4082964E+08   3056018E+03 -.5735E+07 -.2782E+07   .9999979 -.0006456 -.0019639
T  237  6 .4094904E+08   3056018E+03 -.8842E+07  .8072E+07   .9999918 -.0023285  .0033228
T  238  6 .4096197E+08   3056018E+03  .3440E+07 -.1435E+08   .9999800  .0010636 -.0062412
T  239  6 .4098180E+08   3056018E+03 -.2350E+08 -.8570E+07   .9999589 -.0078754 -.0044957
