============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= Li(24 MeV) ==> Au absorber+Ni4Si3 windo( 145. mm) =========
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T   95  3 .2306550E+08   1456018E+03  .6701E+07  .1533E+08   .9999442  .0040465  .0097577
T   96  3 .2297467E+08   1456018E+03 -.7823E+07  .8561E+07   .9999687 -.0047480  .0063274
T   97  3 .2302855E+08   1456018E+03  .7869E+07 -.4199E+07   .9999809  .0055581 -.0027136
T   98  3 .2300481E+08   1456018E+03  .7134E+07  .1324E+08   .9999239  .0061604  .0106838
T   99  3 .2296969E+08   1456018E+03 -.7451E+06 -.8464E+07   .9999792 -.0011135 -.0063518
T  100  3 .2298261E+08   1456018E+03  .1573E+08 -.3056E+07   .9999336  .0113810 -.0017985
T  101  3 .2291264E+08   1456018E+03 -.7087E+07 -.2203E+08   .9998691 -.0056820 -.0151513
T  102  3 .2298176E+08   1456018E+03  .1275E+08  .1162E+08   .9997897  .0194790  .0064160
T  103  3 .2298286E+08   1456018E+03  .3140E+08  .1955E+07   .9997683  .0214477  .0018452
T  104  3 .2303926E+08   1456018E+03 -.1795E+08 -.3720E+07   .9999324 -.0114557 -.0020077
T  105  3 .2302036E+08   1456018E+03 -.1550E+08  .2092E+07   .9999330 -.0114533  .0017032
T  106  3 .2298061E+08   1456018E+03 -.2903E+07 -.5489E+07   .9999968 -.0010995 -.0022654
T  107  3 .2295608E+08   1456018E+03 -.1111E+08  .3140E+07   .9999674 -.0080132  .0009576
T  108  3 .2298133E+08   1456018E+03  .8676E+07 -.1490E+08   .9999236  .0065302 -.0104963
T  109  3 .2298209E+08   1456018E+03 -.3488E+08  .9481E+07   .9996777 -.0243093  .0073234
T  110  3 .2303017E+08   1456018E+03  .1434E+08  .1835E+07   .9999548  .0094114  .0013855
T  111  3 .2300539E+08   1456018E+03  .7528E+07  .5021E+07   .9999791  .0047971  .0043231
T  112  3 .2295035E+08   1456018E+03  .9067E+07 -.1510E+08   .9999267  .0062236 -.0103868
T  113  3 .2301423E+08   1456018E+03  .6122E+07  .1326E+08   .9999261  .0045642  .0112635
T  114  3 .2305488E+08   1456018E+03 -.1801E+08  .2848E+08   .9997296 -.0120203  .0199061
T  115  3 .2295601E+08   1456018E+03  .1524E+08 -.1421E+08   .9998593  .0128247 -.0108100
T  116  3 .2300730E+08   1456018E+03 -.1156E+08 -.2507E+08   .9998079 -.0079555 -.0179138
T  117  3 .2288999E+08   1456018E+03 -.5891E+07 -.9500E+07   .9999648 -.0043658 -.0071701
T  118  3 .2300040E+08   1456018E+03  .1219E+08 -.8742E+07   .9999429  .0086518 -.0062725
T  119  3 .2303242E+08   1456018E+03 -.2883E+07 -.6840E+07   .9999808 -.0019452 -.0058832
T  120  3 .2291681E+08   1456018E+03  .1320E+08  .5045E+07   .9999480  .0096728  .0032193
T  121  3 .2304058E+08   1456018E+03  .8800E+07 -.1588E+07   .9999795  .0063513 -.0007935
