20	2.20368
21	1.58345
22	0.830974
23	1.82553
24	1.58716
25	2.20851
26	2.97103
31	1.89825
32	1.9174
34	1.98068
35	1.97507
36	1.95825
37	1.94943
38	1.94699
39	1.94372
40	1.93866
41	1.93782
42	1.9396
43	1.93105
44	1.92821
45	2.14123
46	1.92209
47	1.8522
48	1.83633
51	1.9138
52	1.91034
53	1.91929
54	1.91741
55	1.91496
56	1.91647
57	1.90511
58	1.91907
59	1.91339
60	2.10534
61	1.849
62	1.83559
63	1.90407
64	1.90922
65	1.91013
66	1.91093
67	1.91181
68	1.91308
69	1.92393
70	1.89614
71	2.05929
72	1.84438
73	1.83634
74	1.88972
75	1.90222
76	1.90592
77	1.9096
78	1.91357
79	1.92141
80	1.90743
81	2.08454
82	1.83547
83	1.84599
84	1.88821
85	1.89178
86	1.89465
87	1.89984
88	1.89938
89	1.96845
90	1.87906
91	1.8533
92	1.90157
93	1.90127
94	1.8996
95	1.90359
96	1.90596
97	1.97404
98	1.88111
99	1.85413
100	1.9039
101	1.90306
102	1.90192
103	1.90461
104	1.90494
105	1.97582
106	1.88189
107	1.85447
108	1.90498
110	1.90512
111	1.90427
112	1.90685
113	1.90675
114	1.90613
115	1.9799
116	1.88306
117	1.85491
118	1.90971
119	1.9174
120	1.91804
121	1.92061
122	1.91445
123	1.91228
124	1.91467
125	2.1057
126	1.84948
127	1.83504
128	2.50526
129	2.29337
130	2.21757
131	2.20093
132	2.91574
133	2.66526
134	2.58336
135	2.56656
136	1.88598
137	1.92799
138	1.928
139	1.9297
140	1.92605
141	1.92251
142	1.93097
143	1.92621
144	1.92447
145	1.88601
147	1.87162
148	1.87533
149	1.88025
150	1.89001
152	1.88349
153	1.88465
154	1.88768
155	1.89057
156	1.89438
157	1.90078
158	1.88891
159	1.89256
160	1.89389
161	1.89539
162	1.89729
163	1.88891
164	1.89779
165	1.90063
166	1.90274
167	1.90527
168	1.91193
173	1.9197
174	1.92155
175	4.36548
176	4.15228
177	4.49251
178	4.52438
179	4.55721
180	4.59653
182	4.82158
183	3.50878
184	3.43861
185	2.60752
186	5.799
187	5.81406
188	5.84672
189	5.91584
190	5.92477
