///////////////////////////////////////////////////////////////////////
//                                                                   //
//  This file contain the average values of the cl_padMult for each  //
//  Row of the gas tracker: it can be used to compare the diffusion  //
//  width (obtained by multiplying the average cl_padMult times 5.0) //
//  in order to understand the diffusion mechanism in a microscopic  //
//  picture.                                                         //
//                                                                   //
///////////////////////////////////////////////////////////////////////

Reference Run: 332;

3	5	4	3	4	35.9182
4	4	3	4	3	34.6081
4	5	5	4	3	45.5311
4	5	5	6	4	49.9335
6	6	6	6	2	53.389
4	4	4	4	4	34.9409
4	4	4	4	3	34.2002
4	4	3	4	3	39.3142
5	5	5	7	4	57.9612
4	4	4	4	3	35.3706
3	4	4	4	4	37
3	4	3	3	3	31.1375
4	4	4	5	4	43.2023
4	4	3	4	3	19.9245
3	3	3	3	3	23.316
1	5	5	4	3	40.7824
5	6	5	5	5	51.324
4	5	4	4	4	37.3272
4	4	3	3	3	28.2137
4	5	3	4	3	39.0915
4	5	4	5	5	47.5578
4	4	5	5	5	49.278
5	5	4	5	4	44.6346
4	5	4	5	4	43.2688
5	6	6	6	8	53.9151
6	6	6	7	10	56.6637
3	4	3	4	3	21.6414
6	6	5	7	10	56.5278
5	5	4	5	5	49.5563
4	3	2	3	3	15.8049
6	5	6	6	7	55.4695
4	5	5	4	5	45.6746
1	3	2	3	4	10.4616
4	4	4	4	5	47.7948
4	3	3	3	3	28.9556
4	4	4	4	3	39.8202
4	3	4	3	3	30.1051
4	4	4	4	5	48.9899
4	5	4	4	4	44.7211
3	4	3	4	3	30.9926
3	4	4	3	3	31.0071
3	4	3	3	3	25.7344
3	5	4	3	3	35.0506
5	5	5	6	5	49.9151
4	4	4	4	3	32.3408
3	3	3	3	4	26.882
1	3	2	3	3	13.6484
4	5	4	4	4	39.8074
5	5	5	6	3	46.0693
5	6	6	7	8	57.1777
3	3	2	3	3	16.4739
4	3	3	3	3	26.0244
5	5	5	5	5	49.4703
5	5	6	6	6	52.2552
4	5	4	4	3	33.601
4	5	5	5	4	52.5641
