///////////////////////////////////////////////////////////////////////
//                                                                   //
//  This file contain the average values of the cl_padMult for each  //
//  Row of the gas tracker: it can be used to compare the diffusion  //
//  width (obtained by multiplying the average cl_padMult times 5.0) //
//  in order to understand the diffusion mechanism in a microscopic  //
//  picture.                                                         //
//                                                                   //
///////////////////////////////////////////////////////////////////////

Reference Run: 247;

4	6	5	5	5	50.3854
4	6	6	6	4	56.7362
3	6	6	7	7	59.8037
1	7	6	7	6	52.9413
3	4	3	3	4	28.622
4	7	5	6	5	44.6714
5	7	6	7	5	55.1612
7	8	8	8	3	61.7592
4	6	5	4	5	38.8504
5	5	6	6	5	50.1134
4	4	4	5	4	33.4347
6	6	6	8	8	60.5053
4	4	3	4	3	33.3903
4	5	3	4	4	34.4458
3	5	4	3	4	39.713
4	5	4	4	4	42.0174
4	4	4	3	3	36.3932
5	6	6	6	5	52.9278
5	6	6	7	5	55.3993
3	4	4	4	4	25.5839
3	4	4	4	4	34.814
4	5	4	5	4	41.0647
4	6	4	5	5	46.5557
3	6	6	6	5	53.536
5	6	5	4	5	48.5369
3	4	3	4	4	32.4839
5	6	6	7	6	55.9013
1	5	4	4	4	39.7928
3	5	5	4	4	42.9257
2	4	3	4	3	14.3046
4	5	5	4	4	37.3806
3	5	4	4	1	35.3759
7	8	7	8	9	61.0493
4	5	4	4	4	42.1726
1	4	3	3	4	11.1107
3	3	3	3	3	17.1593
4	5	4	4	4	39.0855
4	5	5	5	4	44.9703
4	6	5	5	5	49.0333
5	4	4	4	4	36.7714
4	3	4	3	3	23.5045
1	8	7	6	6	51.9666
3	4	4	4	4	33.0003
3	5	4	3	3	37.3804
8	7	7	9	1	62.1166
4	5	4	5	4	41.8201
4	4	3	5	4	26.2091
3	5	4	4	4	46.1668
4	6	5	5	5	43.8514
3	4	3	3	4	10.7018
6	6	6	7	7	56.5286
4	4	3	3	4	29.2271
4	5	4	4	3	46.3406
5	6	6	7	5	55.4475
4	4	3	3	4	24.6301
3	5	4	4	4	31.2261
5	6	5	7	6	56.7546
3	5	4	4	4	38.6203
4	4	3	3	4	23.6729
3	5	4	4	5	39.1548
4	6	7	7	4	55.707
3	4	3	4	3	20.347
4	4	3	4	4	15.8504
6	7	6	7	8	60.2962
5	5	4	4	4	40.216
3	4	3	4	3	33.0771
4	4	3	4	4	27.6384
3	6	5	4	4	42.6139
3	4	3	4	4	17.1033
4	6	6	6	5	57.0255
4	6	6	5	4	51.5053
5	7	6	8	7	59.5386
4	3	3	4	4	21.8448
2	5	4	4	4	37.8931
4	3	4	4	3	20.6065
3	5	4	4	4	34.3839
7	7	7	8	2	62.2587
3	5	4	5	4	41.6983
1	12	11	9	1	68.1643
3	6	6	7	4	54.366
1	4	3	4	4	10.7283
3	3	3	3	3	13.3376
3	4	3	4	4	21.9986
3	4	4	4	4	34.6441
5	6	6	6	5	47.2535
7	7	7	8	9	60.5978
5	6	5	6	5	49.7997
3	4	4	4	4	25.4993
1	12	10	11	5	67.768
3	6	6	7	3	55.8048
3	5	5	4	4	40.8722
2	4	3	3	3	7.13602
4	5	4	4	5	36.5178
5	7	6	7	6	55.8668
4	4	4	5	5	26.1386
3	5	4	3	4	40.0003
4	4	3	3	3	38.0171
5	6	5	6	5	53.3036
2	3	3	3	3	10.1963
5	6	6	7	4	54.9966
6	7	6	7	7	56.4896
3	4	3	4	3	19.4143
4	5	4	4	4	39.9315
4	7	5	5	5	52.0167
4	4	4	4	4	39.671
3	4	4	4	4	33.8213
3	4	3	3	3	37.5482
6	7	6	7	6	56.6643
5	7	7	8	9	60.572
4	6	5	5	5	44.3323
5	5	5	4	4	36.0965
5	6	6	6	6	56.8002
4	5	4	4	5	39.7494
3	5	4	4	4	38.369
3	4	3	3	4	17.63
5	6	6	7	6	56.2021
3	5	4	4	3	35.1649
2	4	3	4	3	12.1209
5	6	5	6	5	51.1382
3	5	4	4	4	38.518
3	5	3	3	4	36.1897
4	4	3	3	4	18.0905
4	5	4	4	4	42.6411
3	4	4	4	4	26.2333
4	5	4	4	4	38.2276
3	4	4	5	4	32.3977
3	5	3	4	3	34.6542
3	5	5	5	4	44.1324
3	4	4	4	4	26.6206
6	7	7	8	8	58.3232
3	4	3	5	4	18.0484
3	6	4	5	4	42.336
4	4	4	4	4	24.7254
3	3	3	3	3	12.2103
5	6	6	5	5	47.8541
3	4	4	4	4	24.271
4	5	4	4	4	15.3992
4	4	3	3	4	22.7945
5	6	5	5	5	49.4033
1	7	6	6	7	54.0498
5	5	4	5	4	42.8138
3	5	4	4	4	36.3949
3	6	5	5	4	46.2327
3	5	4	4	4	37.5383
1	6	5	6	6	56.083
7	8	7	8	9	60.7528
3	5	3	3	3	37.2466
4	4	4	4	4	31.6517
3	3	4	3	4	21.0619
1	3	3	3	3	6.58575
3	4	3	4	3	18.7827
4	5	4	4	4	38.076
5	6	6	6	7	58.9014
3	4	4	3	4	13.7836
4	6	5	5	4	49.8381
3	4	3	4	4	32.542
4	6	4	5	4	42.27
1	11	10	10	2	68.0471
4	4	4	4	4	29.3058
3	7	6	7	4	57.1679
3	5	6	6	5	52.0776
4	4	4	4	4	26.5864
6	6	7	8	9	58.74
4	5	4	4	4	40.5817
4	6	4	3	5	38.9106
2	6	5	5	4	48.7208
4	5	4	4	4	36.8307
2	3	3	3	3	8.23679
4	5	5	5	5	50.1269
3	6	4	4	5	41.4324
3	4	3	4	3	33.8527
5	6	5	6	5	43.2055
3	6	5	5	4	49.8745
4	6	6	5	5	51.1888
4	5	3	4	4	27.3001
4	6	5	4	4	48.2974
3	4	4	5	4	31.0064
1	4	3	4	3	9.80395
4	6	6	6	6	49.2162
4	5	5	5	5	49.9976
6	7	6	7	8	60.841
3	5	4	4	4	32.6933
4	6	5	4	4	37.8359
3	6	5	4	4	42.5628
5	6	5	6	6	56.6366
4	6	5	7	5	54.0534
3	3	3	4	4	22.7456
4	5	4	4	4	18.5117
3	4	3	4	3	15.8742
5	6	6	5	5	49.0223
4	6	5	5	5	46.3472
3	4	3	4	3	20.0026
3	3	4	4	4	30.2348
1	7	7	6	6	52.1025
4	6	5	5	5	49.4806
3	6	5	4	4	46.8282
3	5	4	4	4	35.1373
3	4	3	5	5	30.4661
3	4	3	3	4	30.9162
5	6	5	5	6	47.6945
4	5	4	4	4	37.2103
4	6	5	5	4	54.0133
2	7	7	6	6	52.1429
5	5	6	6	5	58.4288
13	5	3	4	3	28.3944
3	6	6	6	5	55.4752
3	4	4	5	4	30.9855
3	4	4	4	4	26.4093
4	5	4	4	4	35.4689
4	4	3	4	4	31.1651
3	4	3	4	4	29.3087
3	5	4	4	4	33.7055
4	6	5	5	5	39.7708
3	6	5	5	5	47.8282
4	3	3	4	4	25.3394
6	8	7	8	4	62.0048
2	5	5	4	3	46.4085
4	4	4	4	4	27.9229
3	4	3	4	4	23.9252
3	6	4	4	4	42.6156
3	6	5	5	5	48.7945
3	6	5	4	4	37.7349
4	5	5	4	4	40.6625
6	7	7	8	7	62.0351
4	5	4	4	4	18.7974
4	5	5	5	4	40.5275
5	6	6	6	5	46.6692
4	5	4	3	3	36.1277
4	5	5	6	5	46.6815
4	3	4	4	4	25.0013
2	4	3	4	4	11.1652
2	4	3	4	4	9.54525
4	3	3	4	3	23.1727
5	5	4	4	4	45.1331
4	6	6	6	4	51.8005
4	6	5	4	4	48.6552
4	4	4	4	4	32.276
4	6	6	7	5	56.9003
3	4	4	5	5	29.9529
4	5	4	4	4	42.1643
6	6	5	7	7	57.7971
4	4	4	4	2	27.0943
3	4	3	4	4	19.9774
5	6	6	7	6	58.6937
