============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  O(64 MeV) ==> Dead space+Tr. ROW 0+Tr.( 230. mm) =========
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T    1  8 .6044344E+08   2306000E+03  .5779E+06  .1454E+07   .9999996  .0006342  .0006359
T    2  8 .6048632E+08   2306000E+03 -.2656E+07  .5033E+07   .9999889 -.0009946  .0046067
T    3  8 .6050562E+08   2306000E+03 -.3073E+07  .1438E+07   .9999940 -.0029546  .0018111
T    4  8 .6053090E+08   2306000E+03 -.4955E+06 -.3795E+06   .9999999 -.0004060  .0000028
T    5  8 .6046692E+08   2306000E+03 -.3805E+07 -.3279E+07   .9999938 -.0023942 -.0025806
T    6  8 .6049352E+08   2306000E+03  .8246E+06 -.4686E+06   .9999971  .0015629 -.0018507
T    7  8 .6032560E+08   2306000E+03 -.1993E+07 -.2240E+07   .9999860 -.0043670 -.0029826
T    8  8 .6044349E+08   2306000E+03  .3947E+07 -.3779E+07   .9999889  .0022122 -.0041672
T    9  8 .6052821E+08   2306000E+03  .2052E+07  .1380E+06   .9999920  .0017495 -.0035987
T   10  8 .6040042E+08   2306000E+03  .4925E+05 -.2438E+06   .9999998  .0001270 -.0006581
T   11  8 .6044225E+08   2306000E+03  .1086E+07  .4224E+06   .9999995  .0010171  .0000314
