============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  C(45 MeV) ==> Dead space( 310. mm) =======================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T    1  6 .4191201E+08   3106000E+03  .5204E+06  .3162E+07   .9999990 -.0002304  .0014039
T    2  6 .4204613E+08   3106000E+03 -.1929E+07  .2873E+07   .9999969 -.0024492  .0005133
T    3  6 .4205279E+08   3106000E+03  .5671E+07  .3122E+07   .9999924  .0035870  .0015330
T    4  6 .4188718E+08   3106000E+03 -.1877E+07  .2455E+07   .9999999  .0001436  .0003178
T    5  6 .4198338E+08   3106000E+03 -.6094E+07 -.2148E+07   .9999952 -.0030459  .0005520
T    6  6 .4179160E+08   3106000E+03  .1496E+07 -.4583E+07   .9999992 -.0011804 -.0004288
T    7  6 .4191817E+08   3106000E+03 -.7071E+06  .1376E+07   .9999972 -.0016020  .0017642
T    8  6 .4185881E+08   3106000E+03  .2563E+07 -.2343E+07   .9999994  .0005184 -.0009656
T    9  6 .4199604E+08   3106000E+03 -.5120E+06  .1591E+07   .9999999 -.0004906  .0000461
T   10  6 .4192902E+08   3106000E+03  .3631E+07  .3659E+07   .9999975  .0010998  .0019545
T   11  6 .4193698E+08   3106000E+03 -.2379E+07 -.1023E+07   .9999977 -.0021238  .0004194
T   12  6 .4202255E+08   3106000E+03 -.7905E+07 -.6332E+07   .9999633 -.0077790 -.0035802
T   13  6 .4194605E+08   3106000E+03  .5558E+07 -.2289E+07   .9999934  .0033245 -.0014549
T   14  6 .4193893E+08   3106000E+03  .1305E+07  .1817E+04   .9999978 -.0010760 -.0017834
T   15  6 .4192035E+08   3106000E+03  .7479E+06  .8861E+07   .9999934 -.0014560  .0033314
T   16  6 .4195445E+08   3106000E+03 -.2132E+07 -.2361E+07   .9999989  .0001600 -.0014455
T   17  6 .4202395E+08   3106000E+03  .9578E+06  .2918E+07   .9999983  .0005380  .0017633
T   18  6 .4197888E+08   3106000E+03  .7275E+06 -.2856E+07   .9999994  .0003689 -.0010015
T   19  6 .4195189E+08   3106000E+03  .1723E+07  .2576E+07   .9999947  .0027784  .0016845
T   20  6 .4193692E+08   3106000E+03  .1647E+06  .4236E+07   .9999940 -.0004960  .0034163
T   21  6 .4186550E+08   3106000E+03 -.3045E+07  .1190E+07   .9999981 -.0019207  .0001127
T   22  6 .4193871E+08   3106000E+03  .2975E+07  .2347E+07   .9999972  .0021507 -.0010170
T   23  6 .4198953E+08   3106000E+03 -.1281E+07 -.2840E+07   .9999985 -.0002365 -.0017071
T   24  6 .4192119E+08   3106000E+03 -.1162E+07  .5562E+07   .9999941 -.0011831  .0032286
T   25  6 .4191482E+08   3106000E+03  .2004E+07 -.1519E+07   .9999991  .0011862 -.0006266
T   26  6 .4188443E+08   3106000E+03  .9903E+07 -.1836E+07   .9999950  .0031165 -.0006122
T   27  6 .4192585E+08   3106000E+03 -.2986E+07 -.2726E+07   .9999976 -.0019599 -.0009408
T   28  6 .4187982E+08   3106000E+03 -.2950E+07 -.2244E+07   .9999935 -.0033466 -.0013362
T   29  6 .4202933E+08   3106000E+03  .3851E+07 -.8785E+06   .9999971 -.0013643  .0019708
T   30  6 .4199837E+08   3106000E+03 -.6740E+06  .6955E+06   .9999910  .0015779 -.0039347
T   31  6 .4199236E+08   3106000E+03 -.3560E+07  .1498E+06   .9999999 -.0004599 -.0000919
T   32  6 .4196263E+08   3106000E+03 -.1541E+07  .7279E+07   .9999821 -.0004171  .0059674
T   33  6 .4205171E+08   3106000E+03  .3220E+07 -.2862E+06   .9999979  .0019080  .0008018
T   34  6 .4185100E+08   3106000E+03 -.2794E+06 -.8044E+06   .9999968  .0006760 -.0024316
T   35  6 .4186933E+08   3106000E+03 -.3100E+07  .1418E+08   .9999721 -.0015656  .0073034
T   36  6 .4197493E+08   3106000E+03 -.5718E+06 -.3624E+06   .9999999 -.0003736 -.0000753
T   37  6 .4191794E+08   3106000E+03 -.1125E+07  .7997E+07   .9999879 -.0008829  .0048471
T   38  6 .4184780E+08   3106000E+03 -.2212E+06 -.6465E+07   .9999976 -.0000894 -.0021910
T   39  6 .4193548E+08   3106000E+03  .2177E+05  .1255E+07   .9999992 -.0008793  .0009103
T   40  6 .4194923E+08   3106000E+03  .3890E+07  .3064E+07   .9999937  .0027579  .0022192
T   41  6 .4196004E+08   3106000E+03 -.3557E+07 -.6117E+05   .9999971 -.0019285  .0014200
T   42  6 .4182780E+08   3106000E+03  .2979E+07 -.9974E+05   .9999909  .0041255  .0010547
T   43  6 .4190000E+08   3106000E+03  .7129E+07  .3717E+07   .9999774  .0066822 -.0007946
T   44  6 .4194205E+08   3106000E+03 -.2567E+07  .4246E+06   .9999996 -.0004655  .0007236
T   45  6 .4204951E+08   3106000E+03 -.3218E+07  .1513E+07   .9999975 -.0018485  .0012967
T   46  6 .4200418E+08   3106000E+03 -.8096E+06 -.1668E+07   .9999992  .0008675 -.0008682
T   47  6 .4198152E+08   3106000E+03 -.3575E+07 -.1894E+07   .9999968 -.0012334 -.0021982
T   48  6 .4185610E+08   3106000E+03 -.5538E+07 -.9122E+06   .9999969 -.0024859  .0002057
T   49  6 .4198542E+08   3106000E+03  .3555E+06  .5744E+07   .9999979 -.0006770  .0019236
T   50  6 .4190241E+08   3106000E+03 -.1319E+07  .2108E+07   .9999993 -.0000993  .0012198
T   51  6 .4198148E+08   3106000E+03 -.7807E+06  .1803E+07   .9999897 -.0042099  .0017227
T   52  6 .4189110E+08   3106000E+03 -.2336E+07 -.1805E+07   .9999984 -.0016923 -.0005453
T   53  6 .4199798E+08   3106000E+03  .1045E+07  .2939E+07   .9999985  .0013120  .0011099
T   54  6 .4195541E+08   3106000E+03  .4417E+07  .1455E+07   .9999994  .0010323  .0001883
T   55  6 .4194402E+08   3106000E+03  .4089E+07  .2851E+06   .9999948  .0027240  .0017227
T   56  6 .4199756E+08   3106000E+03 -.4755E+07 -.2998E+07   .9999956 -.0024811 -.0016163
T   57  6 .4195903E+08   3106000E+03 -.8789E+06 -.1609E+07   .9999988 -.0010746 -.0010745
T   58  6 .4189250E+08   3106000E+03 -.2299E+07 -.8110E+07   .9999921 -.0022180 -.0033135
T   59  6 .4193726E+08   3106000E+03  .2309E+05  .3613E+07   .9999983  .0004875  .0017798
T   60  6 .4193033E+08   3106000E+03  .1520E+06 -.1524E+07   .9999999 -.0000400 -.0000060
T   61  6 .4193398E+08   3106000E+03  .1195E+07 -.4190E+07   .9999970  .0000009 -.0024432
T   62  6 .4199470E+08   3106000E+03  .3960E+07 -.5594E+06   .9999987  .0016082 -.0000192
T   63  6 .4195480E+08   3106000E+03 -.2439E+06 -.8578E+07   .9999801 -.0001376 -.0063057
T   64  6 .4195163E+08   3106000E+03 -.3307E+07  .1024E+07   .9999988 -.0014369  .0006015
T   65  6 .4189868E+08   3106000E+03  .3967E+07  .1724E+07   .9999969  .0021476  .0012368
T   66  6 .4191872E+08   3106000E+03  .1056E+07 -.2806E+06   .9999997 -.0006788  .0002379
T   67  6 .4185989E+08   3106000E+03  .2789E+07  .3859E+07   .9999980  .0009066  .0017817
T   68  6 .4182513E+08   3106000E+03  .7109E+07 -.5211E+07   .9999998  .0005388 -.0001600
T   69  6 .4188156E+08   3106000E+03  .3181E+07 -.5359E+06   .9999991  .0009691 -.0009581
T   70  6 .4194658E+08   3106000E+03  .3318E+06  .3538E+07   .9999989 -.0003308  .0014716
T   71  6 .4200816E+08   3106000E+03  .5121E+07 -.1728E+07   .9999962  .0027445 -.0002984
T   72  6 .4203208E+08   3106000E+03  .4263E+07 -.3791E+05   .9999968  .0021599 -.0013275
T   73  6 .4195804E+08   3106000E+03 -.3267E+07  .6693E+07   .9999965 -.0010398  .0024277
T   74  6 .4194333E+08   3106000E+03  .3666E+06  .7765E+05   .9999997 -.0006966 -.0002203
T   75  6 .4185489E+08   3106000E+03 -.1933E+07 -.1908E+07   .9999982 -.0017811 -.0006343
T   76  6 .4206668E+08   3106000E+03 -.3869E+06  .1793E+06   .9999989 -.0014243  .0005025
T   77  6 .4200805E+08   3106000E+03 -.3175E+07 -.2682E+07   .9999947 -.0014175 -.0029371
T   78  6 .4193536E+08   3106000E+03  .2759E+05  .1044E+07   .9999990  .0004305  .0013337
T   79  6 .4196600E+08   3106000E+03 -.2920E+06  .1902E+07   .9999998 -.0000495  .0005697
T   80  6 .4197609E+08   3106000E+03  .2279E+07 -.1164E+07   .9999991  .0012757 -.0003697
T   81  6 .4193531E+08   3106000E+03  .4426E+07  .2994E+07   .9999940  .0017281  .0030143
T   82  6 .4198480E+08   3106000E+03  .5154E+06 -.6470E+06   .9999997  .0007104 -.0001952
T   83  6 .4195245E+08   3106000E+03 -.5416E+06  .5108E+07   .9999963 -.0006500  .0026569
T   84  6 .4190726E+08   3106000E+03  .4275E+07 -.8794E+06   .9999953  .0019469 -.0023841
T   85  6 .4203050E+08   3106000E+03  .5876E+06  .5825E+07   .9999939  .0012360  .0032579
T   86  6 .4193253E+08   3106000E+03  .1243E+07 -.1912E+07   .9999995 -.0000906 -.0010448
T   87  6 .4181040E+08   3106000E+03  .1889E+07  .2545E+07   .9999989  .0006054  .0013244
T   88  6 .4203050E+08   3106000E+03  .1200E+07  .1875E+06   .9999990  .0013509 -.0002974
T   89  6 .4195059E+08   3106000E+03  .1486E+08  .1055E+07   .9999564  .0092347  .0014096
T   90  6 .4195673E+08   3106000E+03 -.1999E+07 -.1623E+07   .9999996 -.0008875 -.0003348
T   91  6 .4187176E+08   3106000E+03 -.2909E+07  .1292E+07   .9999995 -.0007855  .0005415
T   92  6 .4200270E+08   3106000E+03  .8367E+06  .3873E+06   .9999999 -.0001115  .0003129
T   93  6 .4192473E+08   3106000E+03  .1604E+07 -.2033E+07   .9999991  .0007016 -.0011666
T   94  6 .4186544E+08   3106000E+03  .5703E+06 -.5187E+07   .9999917 -.0010096 -.0039346
T   95  6 .4191403E+08   3106000E+03  .5298E+06  .3158E+07   .9999942  .0007491  .0033338
T   96  6 .4192624E+08   3106000E+03 -.1994E+06 -.3507E+07   .9999977 -.0001981 -.0021588
T   97  6 .4195348E+08   3106000E+03  .1190E+06 -.7366E+06   .9999997  .0000054 -.0007775
T   98  6 .4181097E+08   3106000E+03  .1957E+07 -.4349E+07   .9999981  .0009385 -.0016998
T   99  6 .4188596E+08   3106000E+03  .1463E+07  .4040E+07   .9999910  .0037932  .0019193
T  100  6 .4197871E+08   3106000E+03  .2063E+06  .1505E+07   .9999955 -.0015161  .0025781
T  101  6 .4199419E+08   3106000E+03 -.2586E+07  .6527E+06   .9999992 -.0010410  .0006629
T  102  6 .4193666E+08   3106000E+03  .1419E+07 -.4436E+06   .9999949  .0015843  .0027706
T  103  6 .4195635E+08   3106000E+03  .9614E+06  .4227E+07   .9999959  .0013949  .0025167
T  104  6 .4191721E+08   3106000E+03 -.1240E+06  .4803E+06   .9999999 -.0001995 -.0003284
T  105  6 .4198920E+08   3106000E+03  .1256E+07  .6682E+06   .9999999 -.0000410  .0000162
T  106  6 .4201461E+08   3106000E+03  .1724E+07 -.5385E+07   .9999944  .0007065 -.0032713
T  107  6 .4184414E+08   3106000E+03  .1550E+07  .4103E+07   .9999943  .0006487  .0033051
T  108  6 .4195109E+08   3106000E+03  .2539E+06  .5753E+06   .9999987  .0015931 -.0000143
T  109  6 .4203235E+08   3106000E+03  .2296E+07 -.3861E+07   .9999988  .0003919 -.0014836
T  110  6 .4181128E+08   3106000E+03  .1123E+07  .2612E+07   .9999973  .0018936  .0013732
T  111  6 .4198393E+08   3106000E+03 -.1472E+07  .2942E+07   .9999997 -.0004880  .0005728
T  112  6 .4188999E+08   3106000E+03  .9954E+07 -.3815E+07   .9999902  .0044121 -.0003899
T  113  6 .4198369E+08   3106000E+03  .4633E+07 -.1044E+08   .9999910  .0005684 -.0041970
T  114  6 .4186050E+08   3106000E+03 -.2333E+06 -.2345E+07   .9999991  .0004034 -.0012585
T  115  6 .4189892E+08   3106000E+03  .1811E+07 -.3053E+07   .9999973  .0003437 -.0023010
T  116  6 .4200072E+08   3106000E+03  .3605E+05  .1574E+07   .9999996  .0004515  .0007248
T  117  6 .4196364E+08   3106000E+03 -.2500E+06  .2142E+07   .9999997 -.0001013  .0007450
T  118  6 .4191704E+08   3106000E+03  .1048E+08  .4219E+06   .9999892  .0044754  .0012388
T  119  6 .4195308E+08   3106000E+03 -.1287E+07  .6220E+06   .9999981 -.0016050 -.0011138
T  120  6 .4198554E+08   3106000E+03 -.4600E+06  .7170E+04   .9999989 -.0002915  .0014635
T  121  6 .4188406E+08   3106000E+03  .2469E+07  .2679E+07   .9999978  .0016045  .0013270
T  122  6 .4198645E+08   3106000E+03  .2504E+06 -.2781E+07   .9999989 -.0012518 -.0008370
T  123  6 .4196564E+08   3106000E+03 -.8537E+07  .4044E+07   .9999836 -.0050736  .0026627
T  124  6 .4192030E+08   3106000E+03  .3164E+07 -.3608E+07   .9999983  .0013784 -.0012168
T  125  6 .4197726E+08   3106000E+03  .1261E+07  .1078E+07   .9999994 -.0008306  .0007625
T  126  6 .4193569E+08   3106000E+03 -.1473E+07 -.1338E+07   .9999998 -.0002205 -.0005728
T  127  6 .4192278E+08   3106000E+03  .2489E+07  .9790E+06   .9999977  .0016750 -.0013635
T  128  6 .4195389E+08   3106000E+03 -.3635E+07  .1081E+07   .9999972  .0000528  .0023627
T  129  6 .4191576E+08   3106000E+03 -.6988E+07 -.5153E+07   .9999826 -.0058304 -.0009430
T  130  6 .4194959E+08   3106000E+03  .1860E+06 -.2868E+07   .9999993 -.0001742 -.0011455
T  131  6 .4192629E+08   3106000E+03  .3168E+07 -.1152E+07   .9999984  .0017561 -.0003563
T  132  6 .4194997E+08   3106000E+03  .5097E+07  .3169E+07   .9999954  .0027713  .0011967
T  133  6 .4201189E+08   3106000E+03 -.1898E+07  .1057E+07   .9999952 -.0025401  .0017925
T  134  6 .4202237E+08   3106000E+03  .4545E+07  .3473E+07   .9999953  .0025615  .0016921
T  135  6 .4198654E+08   3106000E+03  .2552E+06 -.3138E+07   .9999999 -.0003475 -.0002602
T  136  6 .4195229E+08   3106000E+03 -.9480E+06 -.1001E+07   .9999982  .0000832 -.0018709
T  137  6 .4198178E+08   3106000E+03 -.7231E+06  .4399E+07   .9999988 -.0008615  .0012922
T  138  6 .4195796E+08   3106000E+03 -.3658E+07 -.1751E+07   .9999962 -.0024370 -.0012968
T  139  6 .4182715E+08   3106000E+03  .2732E+06  .4962E+07   .9999923 -.0002089  .0039093
T  140  6 .4206518E+08   3106000E+03  .1692E+07  .1889E+07   .9999996  .0007409  .0004293
T  141  6 .4197561E+08   3106000E+03 -.4475E+06  .2834E+07   .9999918 -.0003074  .0040469
T  142  6 .4202957E+08   3106000E+03  .5263E+07 -.2236E+07   .9999990  .0012166 -.0006617
T  143  6 .4200671E+08   3106000E+03  .6495E+06 -.4306E+07   .9999949 -.0000751 -.0032019
T  144  6 .4195608E+08   3106000E+03  .2099E+07 -.4244E+07   .9999959  .0012830 -.0025775
T  145  6 .4185733E+08   3106000E+03  .4756E+07 -.5164E+07   .9999904  .0040289 -.0017187
T  146  6 .4190047E+08   3106000E+03  .3184E+07  .3838E+07   .9999992  .0005594  .0011165
T  147  6 .4188192E+08   3106000E+03  .8310E+07  .3077E+07   .9999900  .0044694 -.0000986
T  148  6 .4195387E+08   3106000E+03  .5271E+07  .1445E+08   .9999467  .0049316  .0090756
T  149  6 .4199906E+08   3106000E+03 -.9615E+04 -.5860E+07   .9999959  .0010890 -.0026459
T  150  6 .4192031E+08   3106000E+03  .2932E+07 -.1023E+06   .9999983 -.0014707  .0010740
T  151  6 .4200516E+08   3106000E+03 -.7797E+07 -.1821E+07   .9999841 -.0056453  .0000106
T  152  6 .4200930E+08   3106000E+03 -.4283E+07 -.4905E+07   .9999965 -.0018321 -.0018936
T  153  6 .4194017E+08   3106000E+03 -.1108E+07  .3161E+07   .9999998 -.0003059  .0005601
T  154  6 .4195298E+08   3106000E+03 -.5675E+07  .6820E+04   .9999942 -.0030469  .0015239
T  155  6 .4201836E+08   3106000E+03  .1591E+07 -.4796E+07   .9999965  .0000556 -.0026540
T  156  6 .4190980E+08   3106000E+03 -.1680E+05  .3363E+07   .9999995  .0003516  .0009826
T  157  6 .4196028E+08   3106000E+03 -.2800E+07 -.4140E+07   .9999961 -.0021402 -.0017879
