============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  C(45 MeV) ==> Au absorber+Ni4Si3 windo( 265. mm) =========
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T    1  6 .4009970E+08   2656018E+03 -.1894E+08  .6760E+07   .9999629 -.0066567  .0054588
T    2  6 .4006819E+08   2656018E+03  .1897E+08  .1309E+08   .9999481  .0086666  .0053488
T    3  6 .3988828E+08   2656018E+03 -.3326E+08 -.6381E+08   .9996317 -.0121150 -.0242841
T    4  6 .4003044E+08   2656018E+03 -.3033E+08  .4610E+07   .9999236 -.0122521  .0016194
T    5  6 .4006724E+08   2656018E+03  .1741E+08 -.1886E+07   .9999851  .0052832 -.0014047
T    6  6 .4014322E+08   2656018E+03 -.9686E+08  .3618E+08   .9992209 -.0368611  .0141013
T    7  6 .4009738E+08   2656018E+03 -.6089E+06 -.3239E+08   .9999165 -.0008156 -.0128978
T    8  6 .3996061E+08   2656018E+03  .1236E+08  .1312E+08   .9999732  .0039755  .0061487
T    9  6 .4006356E+08   2656018E+03 -.3079E+08 -.6896E+07   .9999330 -.0113200 -.0024107
T   10  6 .4024406E+08   2656018E+03 -.3945E+08 -.3384E+07   .9998905 -.0145406 -.0027547
T   11  6 .4000076E+08   2656018E+03  .1401E+08  .1090E+08   .9999787  .0047118  .0045233
T   12  6 .4012103E+08   2656018E+03 -.7789E+06 -.1834E+08   .9999496 -.0061219 -.0079536
T   13  6 .4007268E+08   2656018E+03 -.3806E+07 -.1130E+08   .9999892  .0001597 -.0046399
T   14  6 .4002946E+08   2656018E+03  .6600E+08  .1525E+08   .9996558  .0259399  .0039165
T   15  6 .4014588E+08   2656018E+03  .1728E+08  .2907E+08   .9999241  .0054501  .0110486
T   16  6 .4025203E+08   2656018E+03  .2377E+08  .1262E+08   .9999630  .0076643  .0038970
T   17  6 .4000182E+08   2656018E+03 -.6938E+05 -.2737E+07   .9999996  .0003408  .0008070
T   18  6 .4008359E+08   2656018E+03 -.1242E+08  .2105E+08   .9999437 -.0048567  .0094357
T   19  6 .4005222E+08   2656018E+03  .2741E+08  .2201E+08   .9999118  .0087029  .0100326
T   20  6 .4000623E+08   2656018E+03 -.6992E+07  .1091E+08   .9999898 -.0029588  .0034047
T   21  6 .4015299E+08   2656018E+03 -.2335E+08  .2676E+08   .9999270 -.0074961  .0094762
T   22  6 .4011160E+08   2656018E+03  .3773E+08  .3757E+08   .9997781  .0146343  .0151517
T   23  6 .4013180E+08   2656018E+03  .1543E+08 -.2813E+08   .9999459  .0049991 -.0091222
T   24  6 .4009017E+08   2656018E+03 -.2321E+08  .3160E+08   .9999265 -.0057745  .0106603
T   25  6 .4026758E+08   2656018E+03 -.5869E+07  .6357E+06   .9999787 -.0036583  .0054077
T   26  6 .4001282E+08   2656018E+03  .6643E+07  .1562E+08   .9999824  .0026251  .0053271
T   27  6 .4001867E+08   2656018E+03 -.4297E+08  .3009E+08   .9997961 -.0161022  .0121851
T   28  6 .4010212E+08   2656018E+03 -.1720E+08 -.4567E+08   .9998254 -.0066990 -.0174441
T   29  6 .4001202E+08   2656018E+03  .1235E+08  .1123E+06   .9999885  .0047882  .0003477
T   30  6 .4025390E+08   2656018E+03  .2679E+08 -.2607E+08   .9998872  .0111454 -.0100709
T   31  6 .4006222E+08   2656018E+03  .7110E+07  .2922E+08   .9999276  .0027385  .0117147
T   32  6 .4014690E+08   2656018E+03 -.3688E+07 -.1925E+07   .9999978 -.0016254 -.0013241
T   33  6 .4007152E+08   2656018E+03 -.8931E+07 -.3314E+08   .9999100 -.0030690 -.0130566
T   34  6 .4009021E+08   2656018E+03  .1641E+08 -.2168E+08   .9999499  .0054441 -.0084052
T   35  6 .3985895E+08   2656018E+03  .2097E+08  .3417E+08   .9998978  .0086919  .0113491
T   36  6 .4005393E+08   2656018E+03 -.2087E+08  .4239E+07   .9999588 -.0087879  .0022932
T   37  6 .4026680E+08   2656018E+03 -.5215E+07 -.6492E+07   .9999902 -.0043509 -.0008428
T   38  6 .4026197E+08   2656018E+03  .8067E+07 -.5292E+07   .9999940  .0031893 -.0013613
T   39  6 .4008349E+08   2656018E+03  .2091E+08  .7461E+07   .9999654  .0080818  .0019779
T   40  6 .4013046E+08   2656018E+03  .9289E+07  .4416E+08   .9998275  .0047769  .0179480
T   41  6 .4006729E+08   2656018E+03 -.7986E+07  .4776E+07   .9999951 -.0007175  .0030395
T   42  6 .4008591E+08   2656018E+03 -.3897E+07 -.1218E+08   .9999845 -.0008752 -.0054958
T   43  6 .4016459E+08   2656018E+03  .2277E+08 -.1185E+07   .9999638  .0083108  .0018283
T   44  6 .3999906E+08   2656018E+03  .2578E+08  .2048E+08   .9999007  .0104005  .0095071
T   45  6 .4006467E+08   2656018E+03 -.1650E+07  .6912E+07   .9999972 -.0014888  .0018140
T   46  6 .3999863E+08   2656018E+03  .3051E+07 -.5265E+06   .9999988  .0015537  .0002384
T   47  6 .4001723E+08   2656018E+03 -.2338E+08  .2656E+08   .9999161 -.0066748  .0110970
T   48  6 .3996035E+08   2656018E+03  .1485E+08  .7970E+07   .9999909  .0040394  .0013466
T   49  6 .4010423E+08   2656018E+03 -.2940E+07  .6786E+06   .9999991 -.0009510  .0009224
T   50  6 .4010583E+08   2656018E+03 -.1935E+08  .2720E+08   .9999171 -.0074589  .0104958
